,피부고민,정도,성분명,성분 설명
1598,피부 요철 완화,훌륭함,폴리하이드록시산,폴리하이드록시산(PHA)의 유형에는 글루코노락톤 및 락토바이오닉애씨드와 같은 성분이 있다.
1599,피부 요철 완화,훌륭함,피에이치에이,피에이치에이(폴리하이드록시산)의 유형에는 글루코노락톤 및 락토바이오닉애씨드와 같은 성분이 있다.
1600,피부 요철 완화,훌륭함,하이드롤라이즈드보검선인장꽃추출물,
1601,피부 요철 완화,좋음,만델릭애씨드,알파 하이드록시산(AHA)의 일종. 각질을 제거해준다. 입자가 커 글라이콜릭애씨드보다는 민감성 피부에 더 적합하다.
1602,피부 요철 완화,좋음,브로멜라인,"브로멜라인은 파인애플의 추출물로, 다른 구성 성분 중에서도 프로테이나아제(단백질의 가수분해 효소)와 가장 밀접한 여러 가지 성분을 함유하고 있어, 피부를 진정 시켜 준다."
1603,피부 요철 완화,보통,리조무코르 미에헤이추출물,"곰팡이에서 추출한 성분. 이 성분의 효소는 치즈에서 식품 첨가물, 향미 증진제로 사용된다."
1604,피부 요철 완화,나쁨,파파야추출물,"추출물로, 이론적으로 피부 각질 제거를 할 수 있는 특성을 가진 파파인의 공급원이다."
1605,피부 요철 완화,매우 나쁨,파파인,파파야에서 추출한 효소. 국소적으로 바르면 피부 상태를 악화시킬 수 있다.
1606,피부 진정,훌륭함,D-판테놀,판테놀을 참조하길 바란다.
1607,피부 진정,훌륭함,가시선인장,
1608,피부 진정,훌륭함,가자열매추출물,자외선에 노출된 피부를 보호해주고 피부의 보조 요소를 유지하는 데 기여한다.
1609,피부 진정,훌륭함,감초뿌리,"추출물로, 어두운 반점을 개선해주는 능력을 비롯한 노화 방지 효과와 진정 특성이 있다."
1610,피부 진정,훌륭함,감초뿌리추출물,"감초의 일종으로, 중국감초(Chinese Licorice)라고 알려져 있으며 진정 특성과 노화 방지 효과를 가진다."
1611,피부 진정,훌륭함,감초추출물,"식물 추출물로, 피부 진정 효과가 있다."
1612,피부 진정,훌륭함,강황(울금),강황(울금)은 울금의 뿌리를 건조한 후 갈아서 만든 향신료이다.
1613,피부 진정,훌륭함,고투콜라,"병풀로 가장 잘 알려져 있으며, 항산화제와 아미노산의 풍부한 공급원이며 진정 특성으로 유명하다."
1614,피부 진정,훌륭함,국화추출물,국화추출물은 피부 바를 시 진정 효과가 있다.
1615,피부 진정,훌륭함,귀리겨추출물,"귀리 식물의 일부. 항산화, 진정 작용을 한다."
1616,피부 진정,훌륭함,귀리커넬오일,귀리에서 추출한 오일로 항산화 및 피부 진정 특성과 부드러운 보습 효과로 잘 알려져 있다. 
1617,피부 진정,훌륭함,귀리커넬추출물,귀리추출물(Oat Extract)의 또다른 이름이며 이 식물 유래 성분은 항산화 및 피부 진정 효과로 잘 알려져 있다.
1618,피부 진정,훌륭함,그롬웰,이 식물의 뿌리에는 항산화와 피부 진정 효과가 있다고 여겨진다.
1619,피부 진정,훌륭함,글라브리딘,"글라브리딘은 감초추출물의 주성분으로, 피부 진정 효과를 가진다."
1620,피부 진정,훌륭함,글리시레티닉애씨드,감초뿌리추출물의 성분 중 하나이다. 
1621,피부 진정,훌륭함,글리시레틱애씨드,피부 진정 특성이 있는 감초추출물이다. 
1622,피부 진정,훌륭함,꿀,꽃이 피는 식물의 과즙에서 벌이 만드는 물질.
1623,피부 진정,훌륭함,꿀추출물,벌들이 꽃을 피우는 식물에서 그 즙을 채취한 후 생산하는 물질이 꿀이다.
1624,피부 진정,훌륭함,나비콩꽃추출물,"나비콩꽃추출물은 피부 진정 성분으로, 노화 방지에 유익한 화합물을 함유한다. 이 꽃의 천연 색상은 연보라색에서 짙은 푸른색의 색조를 낼 수 있다."
1625,피부 진정,훌륭함,나이아신아마이드,"모공의 크기를 눈에 띄게 줄여주고, 칙칙하고 고르지 못한 피부 톤을 개선해주며, 주름을 옅게 해주는 데 도움을 준다. 또한 피부 장벽 강화 및 수분 공급을 촉진한다."
1626,피부 진정,훌륭함,녹차,연구에 따르면 녹차 잎이나 추출물의 국소 적용은 피부에 노화 방지 특성을 비롯한 많은 이점을 준다고 한다.
1627,피부 진정,훌륭함,녹차추출물,최소한으로 가공된 녹차의 새싹과 잎에서 추출된다. 
1628,피부 진정,훌륭함,니코티닉애씨드,"니코티닉애씨드는 비타민 B3의 두 가지 유형 중 하나이며, 다른 하나는 나이아신아마이드이다."
1629,피부 진정,훌륭함,니코틴아마이드,"노화 방지 및 모공 축소 성분으로, 나이아신아마이드 또는 비타민 B3로 더 잘 알려져 있다."
1630,피부 진정,훌륭함,다발방패버섯추출물,
1631,피부 진정,훌륭함,다이포타슘글리시리제이트,감초(licorice)의 구성 요소인 이 성분은 국소 사용시 진정 및 어두운 반점을 옅게 하는 특성이 있다.
1632,피부 진정,훌륭함,다이포타슘글리시리지네이트,감초(licorice)의 구성 요소인 이 성분은 국소 사용시 진정 및 어두운 반점을 옅게 하는 특성이 있다.
1633,피부 진정,훌륭함,달맞이꽃오일,"무향의 식물성 오일로, 이 오일의 지방산은 상당한 피부 진정 및 연화 효과를 준다."
1634,피부 진정,훌륭함,당아욱,화장품의 질감향상제로 사용할 수 있으며 피부 진정 효과가 있을 수 있다.
1635,피부 진정,훌륭함,독일가문비목부추출물,
1636,피부 진정,훌륭함,돌콩추출물,"돌콩추출물은 다재다능한 천연 추출물로, 고르지 않은 피부톤, 탄력 손실, 주름을 효과적으로 개선할 수 있는 강력한 항산화제로 구성되어 있으며 환경적인 유해 요소로부터 피부를 보호하는 데 도움을 준다."
1637,피부 진정,훌륭함,두날리엘라 살리나추출물,"두날리엘라 살리나는 미세조류의 일종으로, 적응력이 뛰어나 혹독한 자연 환경에도 살아남을 수 있다고 알려져 있으며 베타-카로틴의 풍부한 공급원이다."
1638,피부 진정,훌륭함,딜추출물,피부 회복력을 향상시키고 항산화제로 작용할 수 있다는 연구 결과가 있다. 민감해진 피부를 진정시키는 데도 효과적이다.
1639,피부 진정,훌륭함,땅꽈리추출물,강력한 진정 효과가 있다.
1640,피부 진정,훌륭함,땅콩추출물,일반적으로 땅콩(Peanut)으로 알려진 식물의 추출물이다. 연화 및 피부 진정 효과가 있다.
1641,피부 진정,훌륭함,라미나리아 오크롤레우카추출물,다시마(켈프)의 한 종류이다. 피부 진정에 도움을 주고 수분 공급을 촉진하는 수분 결합 특성이 있다.
1642,피부 진정,훌륭함,라우릭애씨드,"세정제, 유화제 역할을 하는 다용도 성분. 피부 내 미생물 생태계를 강화하고 진정 작용을 한다."
1643,피부 진정,훌륭함,라즈베리추출물,레드라즈베리(Red Raspberry)라고도 알려진 이 추출물은 국소 적용 시 항산화 효과를 제공하며 피부 변색과 탄력 상실을 일으키는 피부의 효소를 억제할 수 있다.
1644,피부 진정,훌륭함,락토바실러스발효물,합성을 통해 만든 무생물 프로바이오틱 성분. 미생물인 락토바실러스을 발효 시켜 만든다.
1645,피부 진정,훌륭함,레드호그위드뿌리추출물,"피부 진정 항산화제이며, 아미노산 같은 추가적인 유익한 화합물을 전달한다. 고르지 못한 피부 톤을 개선해준다.  "
1646,피부 진정,훌륭함,레스베라트롤,진정 작용을 하는 항산화제. 변색을 최소화해주고 다른 노화의 징후를 예방해준다.
1647,피부 진정,훌륭함,로즈힙오일,"무향의 연화성 식물 오일로, 항산화 특성이 있으며 피부에 유익한 지방산의 풍부한 공급원이다."
1648,피부 진정,훌륭함,로터스씨추출물,"진정 작용, 항산화 작용을 한다."
1649,피부 진정,훌륭함,루브라터리풀,"식물 추출물로, 피부 진정 및 항산화 효과를 제공한다."
1650,피부 진정,훌륭함,마누카꿀,마누카꿀은 많은 피부 관리 제품에서 발견되는 꿀의 한 유형이다.
1651,피부 진정,훌륭함,마데카소사이드,병풀추출물의 네 가지 주요 생물 활성 화합물 중 하나.
1652,피부 진정,훌륭함,마시멜로,"아프리카 원산지의 꽃 피는 식물이며, 진정 효과가 있다."
1653,피부 진정,훌륭함,마시멜로뿌리추출물,
1654,피부 진정,훌륭함,마테,예르바마테(Yerba mate)로도 알려진 이 식물 추출물은 피부 진정 및 항산화 특성을 가지고 있다.
1655,피부 진정,훌륭함,마테잎추출물,피부 진정 및 항산화 특성을 가지고 있는 식물 성분이다.
1656,피부 진정,훌륭함,마테추출물,"식물 성분으로, 피부 진정 및 항산화 효과가 있다."
1657,피부 진정,훌륭함,마트리카리아꽃추출물,마트리카리아꽃추출물은 캐모마일의 한 종류에서 유래한 꽃 추출물이다. 이 성분은 피부에 진정 및 항산화 특성을 가진다.
1658,피부 진정,훌륭함,마트리카리아오일,
1659,피부 진정,훌륭함,메도우스위트,피부를 진정시키는 항산화제. 과도한 유분기를 진정하는 데 도움을 준다.
1660,피부 진정,훌륭함,멕시칸치아씨오일,"무향의 식물성 오일. 오메가 지방산, 항산화제의 잠재적인 공급원이다. 수분 공급 능력과 활성 산소로 인한 손상 방지 효과가 있어서 스킨 케어 제품에 우수한 첨가제이다."
1661,피부 진정,훌륭함,멕시칸치아씨오일,
1662,피부 진정,훌륭함,미리스토일펜타펩타이드-17,합성 펩타이드. 피부에 수분 공급을 해주고 회복력을 증진시켜 준다.
1663,피부 진정,훌륭함,미리스토일헥사펩타이드-16,합성 지방산 결합 펩타이드. 피부 회복력을 향상시키고 눈에 띄게 진정시켜주는 효과가 있다. 피부 표면을 매끄럽게 해준다.
1664,피부 진정,훌륭함,미역,갈색 해조류. 피부에 다양한 수분 공급을 해주고 피부를 진정시키는 항산화 효과가 있다.
1665,피부 진정,훌륭함,바베리(매자),"식물이며, 베르베린(Berberine)이라는 진정 효과가 있는 알칼로이드가 주성분이다."
1666,피부 진정,훌륭함,바실러스발효물,발효 펩타이드이며 생성된 성분을 만드는데 사용되는 균주에 따라 피부와 모발에 다양한 이점을 제공한다. 일반적으로 피부의 미생물 군집을 지원하고 진정시킨다. 
1667,피부 진정,훌륭함,바쿠치올,"변색, 주름 및 기타 노후의 징후를 줄인다고 연구로 입증되었다. 탄력 개선과 매끄러운 피부에 기여한다. "
1668,피부 진정,훌륭함,바하,BHA 또는 베타하이드록시애씨드는 일반적으로 살리실릭애씨드로 더 널리 알려져 있다.
1669,피부 진정,훌륭함,배더락스추출물,갈조류의 일종인 배더락스(Badderlocks)에서 추출한 성분. 보충 지방산이 혼합되어 있어 국소 사용시 항산화제와 수분 공급제로 사용된다.
1670,피부 진정,훌륭함,백차잎추출물,최소한으로 가공된 녹차의 새싹과 잎에서 추출된다. 
1671,피부 진정,훌륭함,버독,피부를 진정시켜주는 항산화제 역할을 한다.
1672,피부 진정,훌륭함,버독뿌리,식물 추출물의 활성 성분이 피부 진정 및 항산화 작용을 한다. 
1673,피부 진정,훌륭함,버독뿌리추출물,피부를 진정시키는 역할을 하는 항산화제이다.
1674,피부 진정,훌륭함,베어베리추출물,베어베리추출물은 진정 효과가 있다는 연구 결과가 있다. 
1675,피부 진정,훌륭함,베타-글루칸,"진정 성분으로, 피부를 눈에 띄게 진정시키고 민감성+홍조의 징후를 감소시키는 효능이 입증되었다. 보습 및 노화 방지 특성 또한 제공한다."
1676,피부 진정,훌륭함,베타-하이드록시애씨드,"지용성 각질 제거 성분으로, 묵은 각질을 벗겨내고 모공을 열어주어 부드럽고 매끄러운 피부 톤과 질감으로 가꿔준다. "
1677,피부 진정,훌륭함,병풀추출물,"한국 시카 크림의 핵심 성분으로, 항산화제와 아미노산의 풍부한 공급원이며 진정 특성으로 유명하다."
1678,피부 진정,훌륭함,보리지씨오일,"무향의 식물성 오일이며, 감마리놀레닉애씨드와 기타 피부에 필요한 필수 지방산을 함유하고 있다."
1679,피부 진정,훌륭함,보리지씨추출물,"보리지씨의 추출물로, 진정 효과가 있다."
1680,피부 진정,훌륭함,보리지추출물,피부 진정 성분이다.
1681,피부 진정,훌륭함,복령, 복령은 버섯의 한 종류이다. 전 세계에서 소나무를 비롯한 다른 나무의 뿌리에 붙어 지층 아래에서 자란다.
1682,피부 진정,훌륭함,복령추출물,"복령(Hoelen)이나 푸링(Fu ling)이라고도 알려져 있는 버섯에서 유래한 추출물로, 항산화 및 피부 진정 특성이 있다. "
